"Age Group","Mechanism","Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"70 to 74","Suffocation","2023","Wyoming","--","30,455","--","--","--"
"70 to 74","Transport, other land","2023","California","--","1,631,900","--","--","--"
"70 to 74","Transport, other land","2023","Georgia","--","452,707","--","--","--"
"70 to 74","Transport, other land","2023","Illinois","--","572,169","--","--","--"
"70 to 74","Transport, other land","2023","Minnesota","--","267,839","--","--","--"
"70 to 74","Transport, other land","2023","New York","--","926,692","--","--","--"
"70 to 74","Transport, other land","2023","Texas","--","1,109,496","--","--","--"
"70 to 74","Transport, other land","2023","Wisconsin","--","303,486","--","--","--"
"70 to 74","Other specified and classifiable","2023","California","--","1,631,900","--","--","--"
"70 to 74","Other specified and classifiable","2023","Colorado","--","258,282","--","--","--"
"70 to 74","Other specified and classifiable","2023","Georgia","--","452,707","--","--","--"
"70 to 74","Other specified and classifiable","2023","Illinois","--","572,169","--","--","--"
"70 to 74","Other specified and classifiable","2023","Massachusetts","--","335,050","--","--","--"
"70 to 74","Other specified and classifiable","2023","Michigan","--","514,084","--","--","--"
"70 to 74","Other specified and classifiable","2023","New Jersey","--","415,344","--","--","--"
"70 to 74","Other specified and classifiable","2023","New York","--","926,692","--","--","--"
"70 to 74","Other specified and classifiable","2023","North Carolina","--","511,250","--","--","--"
"70 to 74","Other specified and classifiable","2023","Pennsylvania","--","672,395","--","--","--"
"70 to 74","Other specified and classifiable","2023","Texas","--","1,109,496","--","--","--"
"70 to 74","Other specified / NEC","2023","Arizona","--","375,063","--","--","--"
"70 to 74","Other specified / NEC","2023","California","--","1,631,900","--","--","--"
"70 to 74","Other specified / NEC","2023","Colorado","--","258,282","--","--","--"
"70 to 74","Other specified / NEC","2023","Florida","--","1,240,981","--","--","--"
"70 to 74","Other specified / NEC","2023","Georgia","--","452,707","--","--","--"
"70 to 74","Other specified / NEC","2023","Kansas","--","134,512","--","--","--"
"70 to 74","Other specified / NEC","2023","Louisiana","--","212,007","--","--","--"
"70 to 74","Other specified / NEC","2023","Maryland","--","275,607","--","--","--"
"70 to 74","Other specified / NEC","2023","Massachusetts","--","335,050","--","--","--"
"70 to 74","Other specified / NEC","2023","Michigan","--","514,084","--","--","--"
"70 to 74","Other specified / NEC","2023","Mississippi","--","137,607","--","--","--"
"70 to 74","Other specified / NEC","2023","New Mexico","--","114,346","--","--","--"
"70 to 74","Other specified / NEC","2023","New York","--","926,692","--","--","--"
"70 to 74","Other specified / NEC","2023","Ohio","--","584,569","--","--","--"
"70 to 74","Other specified / NEC","2023","Oklahoma","--","176,347","--","--","--"
"70 to 74","Other specified / NEC","2023","Oregon","--","230,883","--","--","--"
"70 to 74","Other specified / NEC","2023","Pennsylvania","--","672,395","--","--","--"
"70 to 74","Other specified / NEC","2023","Tennessee","--","330,617","--","--","--"
"70 to 74","Other specified / NEC","2023","Texas","--","1,109,496","--","--","--"
"70 to 74","Other specified / NEC","2023","Utah","--","112,345","--","--","--"
"70 to 74","Other specified / NEC","2023","West Virginia","--","104,531","--","--","--"
"70 to 74","Unspecified","2023","Alabama","--","246,433","--","--","--"
"70 to 74","Unspecified","2023","Arizona","--","375,063","--","--","--"
"70 to 74","Unspecified","2023","California","--","1,631,900","--","--","--"
"70 to 74","Unspecified","2023","Colorado","--","258,282","--","--","--"
"70 to 74","Unspecified","2023","Florida","--","1,240,981","--","--","--"
"70 to 74","Unspecified","2023","Georgia","--","452,707","--","--","--"
"70 to 74","Unspecified","2023","Illinois","--","572,169","--","--","--"
"70 to 74","Unspecified","2023","Iowa","--","155,550","--","--","--"
"70 to 74","Unspecified","2023","Kansas","--","134,512","--","--","--"
"70 to 74","Unspecified","2023","Kentucky","--","216,819","--","--","--"
"70 to 74","Unspecified","2023","Louisiana","--","212,007","--","--","--"
"70 to 74","Unspecified","2023","Maryland","--","275,607","--","--","--"
"70 to 74","Unspecified","2023","Massachusetts","--","335,050","--","--","--"
"70 to 74","Unspecified","2023","Minnesota","--","267,839","--","--","--"
"70 to 74","Unspecified","2023","Mississippi","--","137,607","--","--","--"
"70 to 74","Unspecified","2023","Missouri","--","295,923","--","--","--"
"70 to 74","Unspecified","2023","Nebraska","--","90,345","--","--","--"
"70 to 74","Unspecified","2023","New Jersey","--","415,344","--","--","--"
"70 to 74","Unspecified","2023","New Mexico","--","114,346","--","--","--"
"70 to 74","Unspecified","2023","New York","--","926,692","--","--","--"
"70 to 74","Unspecified","2023","North Carolina","--","511,250","--","--","--"
"70 to 74","Unspecified","2023","Oklahoma","--","176,347","--","--","--"
"70 to 74","Unspecified","2023","Rhode Island","--","54,098","--","--","--"
"70 to 74","Unspecified","2023","Tennessee","--","330,617","--","--","--"
"70 to 74","Unspecified","2023","Texas","--","1,109,496","--","--","--"
"70 to 74","Unspecified","2023","Utah","--","112,345","--","--","--"
"70 to 74","Unspecified","2023","Virginia","--","391,877","--","--","--"
"75 to 79","","2023","District of Columbia","--","16,672","0.00**","--","--"
"75 to 79","Cut/Pierce","2023","Arizona","--","296,702","--","--","--"
"75 to 79","Cut/Pierce","2023","Arkansas","--","107,990","--","--","--"
"75 to 79","Cut/Pierce","2023","California","--","1,202,686","--","--","--"
"75 to 79","Cut/Pierce","2023","Colorado","--","179,889","--","--","--"
"75 to 79","Cut/Pierce","2023","Connecticut","--","132,129","--","--","--"
"75 to 79","Cut/Pierce","2023","Florida","--","1,005,641","--","--","--"
"75 to 79","Cut/Pierce","2023","Georgia","--","331,403","--","--","--"
"75 to 79","Cut/Pierce","2023","Indiana","--","219,227","--","--","--"
"75 to 79","Cut/Pierce","2023","Kansas","--","94,656","--","--","--"
"75 to 79","Cut/Pierce","2023","Kentucky","--","154,491","--","--","--"
"75 to 79","Cut/Pierce","2023","Louisiana","--","149,969","--","--","--"
"75 to 79","Cut/Pierce","2023","Maine","--","62,098","--","--","--"
"75 to 79","Cut/Pierce","2023","Maryland","--","204,142","--","--","--"
"75 to 79","Cut/Pierce","2023","Massachusetts","--","247,827","--","--","--"
"75 to 79","Cut/Pierce","2023","Michigan","--","361,792","--","--","--"
"75 to 79","Cut/Pierce","2023","Minnesota","--","185,515","--","--","--"
"75 to 79","Cut/Pierce","2023","Missouri","--","214,287","--","--","--"
"75 to 79","Cut/Pierce","2023","Nebraska","--","62,384","--","--","--"
"75 to 79","Cut/Pierce","2023","Nevada","--","113,136","--","--","--"
"75 to 79","Cut/Pierce","2023","New York","--","685,844","--","--","--"
"75 to 79","Cut/Pierce","2023","North Carolina","--","377,202","--","--","--"
"75 to 79","Cut/Pierce","2023","Ohio","--","413,260","--","--","--"
"75 to 79","Cut/Pierce","2023","Oklahoma","--","128,963","--","--","--"
"75 to 79","Cut/Pierce","2023","Oregon","--","165,817","--","--","--"
"75 to 79","Cut/Pierce","2023","Rhode Island","--","39,482","--","--","--"
"75 to 79","Cut/Pierce","2023","Tennessee","--","243,071","--","--","--"
"75 to 79","Cut/Pierce","2023","Texas","--","792,844","--","--","--"
"75 to 79","Cut/Pierce","2023","Virginia","--","294,130","--","--","--"
"75 to 79","Cut/Pierce","2023","Washington","--","259,973","--","--","--"
"75 to 79","Cut/Pierce","2023","Wisconsin","--","207,931","--","--","--"
"75 to 79","Cut/Pierce","2023","Wyoming","--","20,581","--","--","--"
"75 to 79","Drowning (includes water transport)","2023","Arizona","--","296,702","--","--","--"
"75 to 79","Drowning (includes water transport)","2023","California","--","1,202,686","--","--","--"
"75 to 79","Drowning (includes water transport)","2023","Connecticut","--","132,129","--","--","--"
"75 to 79","Drowning (includes water transport)","2023","Florida","--","1,005,641","--","--","--"
"75 to 79","Drowning (includes water transport)","2023","Georgia","--","331,403","--","--","--"
"75 to 79","Drowning (includes water transport)","2023","Illinois","--","410,508","--","--","--"
"75 to 79","Drowning (includes water transport)","2023","Indiana","--","219,227","--","--","--"
"75 to 79","Drowning (includes water transport)","2023","Massachusetts","--","247,827","--","--","--"
"75 to 79","Drowning (includes water transport)","2023","New Jersey","--","313,481","--","--","--"
"75 to 79","Drowning (includes water transport)","2023","New York","--","685,844","--","--","--"
"75 to 79","Drowning (includes water transport)","2023","South Carolina","--","209,944","--","--","--"
"75 to 79","Drowning (includes water transport)","2023","Texas","--","792,844","--","--","--"
"75 to 79","Fall","2023","Alabama","--","181,505","--","--","--"
"75 to 79","Fall","2023","California","--","1,202,686","--","--","--"
"75 to 79","Fall","2023","Colorado","--","179,889","--","--","--"
"75 to 79","Fall","2023","Delaware","--","42,771","--","--","--"
"75 to 79","Fall","2023","Florida","--","1,005,641","--","--","--"
"75 to 79","Fall","2023","Hawaii","--","59,887","--","--","--"
"75 to 79","Fall","2023","Illinois","--","410,508","--","--","--"
"75 to 79","Fall","2023","Indiana","--","219,227","--","--","--"
"75 to 79","Fall","2023","Massachusetts","--","247,827","--","--","--"
"75 to 79","Fall","2023","Minnesota","--","185,515","--","--","--"
"75 to 79","Fall","2023","New Jersey","--","313,481","--","--","--"
"75 to 79","Fall","2023","New York","--","685,844","--","--","--"
"75 to 79","Fall","2023","Ohio","--","413,260","--","--","--"
"75 to 79","Fall","2023","Pennsylvania","--","487,772","--","--","--"
"75 to 79","Fall","2023","Texas","--","792,844","--","--","--"
"75 to 79","Fall","2023","Vermont","--","27,983","--","--","--"
"75 to 79","Fire/Flame","2023","California","--","1,202,686","--","--","--"
"75 to 79","Fire/Flame","2023","Florida","--","1,005,641","--","--","--"
"75 to 79","Fire/Flame","2023","Illinois","--","410,508","--","--","--"
"75 to 79","Fire/Flame","2023","Indiana","--","219,227","--","--","--"
"75 to 79","Fire/Flame","2023","Michigan","--","361,792","--","--","--"
"75 to 79","Fire/Flame","2023","Mississippi","--","98,792","--","--","--"
"75 to 79","Fire/Flame","2023","New Mexico","--","83,782","--","--","--"
"75 to 79","Fire/Flame","2023","New York","--","685,844","--","--","--"
"75 to 79","Fire/Flame","2023","North Carolina","--","377,202","--","--","--"
"75 to 79","Fire/Flame","2023","South Carolina","--","209,944","--","--","--"
"75 to 79","Firearm","2023","Alabama","48","181,505","26.45","--","0"
"75 to 79","Firearm","2023","Alaska","--","18,935","--","--","--"
"75 to 79","Firearm","2023","Arizona","72","296,702","24.27","--","0"
"75 to 79","Firearm","2023","Arkansas","31","107,990","28.71","--","0"
"75 to 79","Firearm","2023","California","127","1,202,686","10.56","--","0"
"75 to 79","Firearm","2023","Colorado","30","179,889","16.68","--","0"
"75 to 79","Firearm","2023","Connecticut","--","132,129","--","--","--"
"75 to 79","Firearm","2023","Delaware","--","42,771","--","--","--"
"75 to 79","Firearm","2023","Florida","166","1,005,641","16.51","--","0"
"75 to 79","Firearm","2023","Georgia","65","331,403","19.61","--","0"
"75 to 79","Firearm","2023","Hawaii","--","59,887","--","--","--"
"75 to 79","Firearm","2023","Idaho","18**","66,504","27.07**","--","0"
"75 to 79","Firearm","2023","Illinois","41","410,508","9.99","--","0"
"75 to 79","Firearm","2023","Indiana","36","219,227","16.42","--","0"
"75 to 79","Firearm","2023","Iowa","17**","108,576","15.66**","--","0"
"75 to 79","Firearm","2023","Kansas","14**","94,656","14.79**","--","0"
"75 to 79","Firearm","2023","Kentucky","31","154,491","20.07","--","0"
"75 to 79","Firearm","2023","Louisiana","27","149,969","18.00","--","0"
"75 to 79","Firearm","2023","Maine","11**","62,098","17.71**","--","0"
"75 to 79","Firearm","2023","Maryland","11**","204,142","5.39**","--","0"
"75 to 79","Firearm","2023","Massachusetts","--","247,827","--","--","--"
"75 to 79","Firearm","2023","Michigan","30","361,792","8.29","--","0"
"75 to 79","Firearm","2023","Minnesota","18**","185,515","9.70**","--","0"
"75 to 79","Firearm","2023","Mississippi","24","98,792","24.29","--","0"
"75 to 79","Firearm","2023","Missouri","43","214,287","20.07","--","0"
"75 to 79","Firearm","2023","Montana","--","43,706","--","--","--"
"75 to 79","Firearm","2023","Nebraska","--","62,384","--","--","--"
"75 to 79","Firearm","2023","Nevada","31","113,136","27.40","--","0"
"75 to 79","Firearm","2023","New Hampshire","--","55,066","--","--","--"
"75 to 79","Firearm","2023","New Jersey","20**","313,481","6.38**","--","0"
"75 to 79","Firearm","2023","New Mexico","17**","83,782","20.29**","--","0"
"75 to 79","Firearm","2023","New York","45","685,844","6.56","--","0"
"75 to 79","Firearm","2023","North Carolina","65","377,202","17.23","--","0"
"75 to 79","Firearm","2023","North Dakota","--","23,275","--","--","--"
"75 to 79","Firearm","2023","Ohio","57","413,260","13.79","--","0"
"75 to 79","Firearm","2023","Oklahoma","24","128,963","18.61","--","0"
"75 to 79","Firearm","2023","Oregon","35","165,817","21.11","--","0"
"75 to 79","Firearm","2023","Pennsylvania","82","487,772","16.81","--","0"
"75 to 79","Firearm","2023","Rhode Island","--","39,482","--","--","--"
"75 to 79","Firearm","2023","South Carolina","39","209,944","18.58","--","0"
"75 to 79","Firearm","2023","South Dakota","--","29,074","--","--","--"
"75 to 79","Firearm","2023","Tennessee","44","243,071","18.10","--","0"
"75 to 79","Firearm","2023","Texas","134","792,844","16.90","--","0"
"75 to 79","Firearm","2023","Utah","12**","79,208","15.15**","--","0"
"75 to 79","Firearm","2023","Vermont","--","27,983","--","--","--"
"75 to 79","Firearm","2023","Virginia","55","294,130","18.70","--","0"
"75 to 79","Firearm","2023","Washington","50","259,973","19.23","--","0"
"75 to 79","Firearm","2023","West Virginia","15**","74,914","20.02**","--","0"
"75 to 79","Firearm","2023","Wisconsin","23","207,931","11.06","--","0"
"75 to 79","Firearm","2023","Wyoming","--","20,581","--","--","--"
"75 to 79","Drug Poisoning","2023","Alabama","--","181,505","--","--","--"
"75 to 79","Drug Poisoning","2023","Arizona","--","296,702","--","--","--"
"75 to 79","Drug Poisoning","2023","Arkansas","--","107,990","--","--","--"
"75 to 79","Drug Poisoning","2023","California","24","1,202,686","2.00","--","0"
"75 to 79","Drug Poisoning","2023","Colorado","--","179,889","--","--","--"
"75 to 79","Drug Poisoning","2023","Connecticut","--","132,129","--","--","--"
"75 to 79","Drug Poisoning","2023","Delaware","--","42,771","--","--","--"
"75 to 79","Drug Poisoning","2023","Florida","27","1,005,641","2.69","--","0"
"75 to 79","Drug Poisoning","2023","Georgia","--","331,403","--","--","--"
"75 to 79","Drug Poisoning","2023","Hawaii","--","59,887","--","--","--"
"75 to 79","Drug Poisoning","2023","Illinois","--","410,508","--","--","--"
"75 to 79","Drug Poisoning","2023","Indiana","--","219,227","--","--","--"
"75 to 79","Drug Poisoning","2023","Iowa","--","108,576","--","--","--"
"75 to 79","Drug Poisoning","2023","Kansas","--","94,656","--","--","--"
"75 to 79","Drug Poisoning","2023","Kentucky","--","154,491","--","--","--"
"75 to 79","Drug Poisoning","2023","Louisiana","--","149,969","--","--","--"
"75 to 79","Drug Poisoning","2023","Maine","--","62,098","--","--","--"
"75 to 79","Drug Poisoning","2023","Maryland","--","204,142","--","--","--"
"75 to 79","Drug Poisoning","2023","Massachusetts","--","247,827","--","--","--"
"75 to 79","Drug Poisoning","2023","Michigan","--","361,792","--","--","--"
"75 to 79","Drug Poisoning","2023","Minnesota","--","185,515","--","--","--"
"75 to 79","Drug Poisoning","2023","Nevada","--","113,136","--","--","--"
"75 to 79","Drug Poisoning","2023","New Hampshire","--","55,066","--","--","--"
"75 to 79","Drug Poisoning","2023","New Jersey","--","313,481","--","--","--"
"75 to 79","Drug Poisoning","2023","New Mexico","--","83,782","--","--","--"
"75 to 79","Drug Poisoning","2023","New York","10**","685,844","1.46**","--","0"
"75 to 79","Drug Poisoning","2023","North Carolina","--","377,202","--","--","--"
"75 to 79","Drug Poisoning","2023","Ohio","--","413,260","--","--","--"
"75 to 79","Drug Poisoning","2023","Oklahoma","--","128,963","--","--","--"
"75 to 79","Drug Poisoning","2023","Oregon","--","165,817","--","--","--"
"75 to 79","Drug Poisoning","2023","Pennsylvania","--","487,772","--","--","--"
"75 to 79","Drug Poisoning","2023","Rhode Island","--","39,482","--","--","--"
"75 to 79","Drug Poisoning","2023","South Carolina","--","209,944","--","--","--"
"75 to 79","Drug Poisoning","2023","Tennessee","--","243,071","--","--","--"
"75 to 79","Drug Poisoning","2023","Texas","10**","792,844","1.26**","--","0"
"75 to 79","Drug Poisoning","2023","Utah","--","79,208","--","--","--"
"75 to 79","Drug Poisoning","2023","Virginia","--","294,130","--","--","--"
"75 to 79","Drug Poisoning","2023","Washington","--","259,973","--","--","--"
"75 to 79","Drug Poisoning","2023","West Virginia","--","74,914","--","--","--"
"75 to 79","Drug Poisoning","2023","Wisconsin","--","207,931","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Arizona","--","296,702","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","California","--","1,202,686","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Florida","--","1,005,641","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Georgia","--","331,403","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Hawaii","--","59,887","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Idaho","--","66,504","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Illinois","--","410,508","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Indiana","--","219,227","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Iowa","--","108,576","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Kansas","--","94,656","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Kentucky","--","154,491","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Massachusetts","--","247,827","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Michigan","--","361,792","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Missouri","--","214,287","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Montana","--","43,706","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","New Jersey","--","313,481","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","New Mexico","--","83,782","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","New York","--","685,844","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Ohio","--","413,260","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Oklahoma","--","128,963","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Pennsylvania","--","487,772","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","South Carolina","--","209,944","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Texas","--","792,844","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Utah","--","79,208","--","--","--"
"75 to 79","Non-Drug Poisoning","2023","Washington","--","259,973","--","--","--"
"75 to 79","Struck by / against","2023","Kentucky","--","154,491","--","--","--"
"75 to 79","Struck by / against","2023","Louisiana","--","149,969","--","--","--"
"75 to 79","Struck by / against","2023","Minnesota","--","185,515","--","--","--"
"75 to 79","Struck by / against","2023","North Carolina","--","377,202","--","--","--"
"75 to 79","Struck by / against","2023","Ohio","--","413,260","--","--","--"
"75 to 79","Struck by / against","2023","Oregon","--","165,817","--","--","--"
"75 to 79","Suffocation","2023","Alabama","--","181,505","--","--","--"
"75 to 79","Suffocation","2023","Alaska","--","18,935","--","--","--"
"75 to 79","Suffocation","2023","Arizona","--","296,702","--","--","--"
"75 to 79","Suffocation","2023","California","35","1,202,686","2.91","--","0"
"75 to 79","Suffocation","2023","Connecticut","--","132,129","--","--","--"
"75 to 79","Suffocation","2023","Florida","10**","1,005,641","0.99**","--","0"
"75 to 79","Suffocation","2023","Georgia","--","331,403","--","--","--"
"75 to 79","Suffocation","2023","Hawaii","--","59,887","--","--","--"
"75 to 79","Suffocation","2023","Idaho","--","66,504","--","--","--"
"75 to 79","Suffocation","2023","Illinois","--","410,508","--","--","--"
"75 to 79","Suffocation","2023","Indiana","--","219,227","--","--","--"
"75 to 79","Suffocation","2023","Kentucky","--","154,491","--","--","--"
"75 to 79","Suffocation","2023","Maryland","--","204,142","--","--","--"
"75 to 79","Suffocation","2023","Massachusetts","--","247,827","--","--","--"
"75 to 79","Suffocation","2023","Michigan","--","361,792","--","--","--"
"75 to 79","Suffocation","2023","Minnesota","--","185,515","--","--","--"
"75 to 79","Suffocation","2023","Missouri","--","214,287","--","--","--"
"75 to 79","Suffocation","2023","Nebraska","--","62,384","--","--","--"
"75 to 79","Suffocation","2023","Nevada","--","113,136","--","--","--"
"75 to 79","Suffocation","2023","New Hampshire","--","55,066","--","--","--"
"75 to 79","Suffocation","2023","New Jersey","--","313,481","--","--","--"
"75 to 79","Suffocation","2023","New Mexico","--","83,782","--","--","--"
"75 to 79","Suffocation","2023","New York","--","685,844","--","--","--"
"75 to 79","Suffocation","2023","North Carolina","--","377,202","--","--","--"
"75 to 79","Suffocation","2023","North Dakota","--","23,275","--","--","--"
"75 to 79","Suffocation","2023","Ohio","--","413,260","--","--","--"
"75 to 79","Suffocation","2023","Oklahoma","--","128,963","--","--","--"
"75 to 79","Suffocation","2023","Oregon","--","165,817","--","--","--"
"75 to 79","Suffocation","2023","Pennsylvania","11**","487,772","2.26**","--","0"
"75 to 79","Suffocation","2023","Rhode Island","--","39,482","--","--","--"
"75 to 79","Suffocation","2023","South Carolina","--","209,944","--","--","--"
"75 to 79","Suffocation","2023","Tennessee","--","243,071","--","--","--"
"75 to 79","Suffocation","2023","Texas","--","792,844","--","--","--"
"75 to 79","Suffocation","2023","Utah","--","79,208","--","--","--"
"75 to 79","Suffocation","2023","Virginia","--","294,130","--","--","--"
"75 to 79","Suffocation","2023","Washington","--","259,973","--","--","--"
"75 to 79","Suffocation","2023","West Virginia","--","74,914","--","--","--"
"75 to 79","Suffocation","2023","Wisconsin","--","207,931","--","--","--"
"75 to 79","Transport, other land","2023","Arkansas","--","107,990","--","--","--"
"75 to 79","Transport, other land","2023","California","--","1,202,686","--","--","--"
"75 to 79","Transport, other land","2023","Connecticut","--","132,129","--","--","--"
"75 to 79","Transport, other land","2023","Massachusetts","--","247,827","--","--","--"
"75 to 79","Transport, other land","2023","Tennessee","--","243,071","--","--","--"
"75 to 79","Other specified and classifiable","2023","Alaska","--","18,935","--","--","--"
"75 to 79","Other specified and classifiable","2023","California","--","1,202,686","--","--","--"
"75 to 79","Other specified and classifiable","2023","Florida","--","1,005,641","--","--","--"
"75 to 79","Other specified and classifiable","2023","Georgia","--","331,403","--","--","--"
"75 to 79","Other specified and classifiable","2023","Indiana","--","219,227","--","--","--"
"75 to 79","Other specified and classifiable","2023","Kentucky","--","154,491","--","--","--"
"75 to 79","Other specified and classifiable","2023","New York","--","685,844","--","--","--"
"75 to 79","Other specified and classifiable","2023","Oklahoma","--","128,963","--","--","--"
"75 to 79","Other specified / NEC","2023","Alabama","--","181,505","--","--","--"
"75 to 79","Other specified / NEC","2023","Arizona","--","296,702","--","--","--"
"75 to 79","Other specified / NEC","2023","California","--","1,202,686","--","--","--"
"75 to 79","Other specified / NEC","2023","Colorado","--","179,889","--","--","--"
"75 to 79","Other specified / NEC","2023","Georgia","--","331,403","--","--","--"
"75 to 79","Other specified / NEC","2023","Massachusetts","--","247,827","--","--","--"
"75 to 79","Other specified / NEC","2023","Minnesota","--","185,515","--","--","--"
"75 to 79","Other specified / NEC","2023","Missouri","--","214,287","--","--","--"
"75 to 79","Other specified / NEC","2023","Montana","--","43,706","--","--","--"
"75 to 79","Other specified / NEC","2023","Nevada","--","113,136","--","--","--"
"75 to 79","Other specified / NEC","2023","New York","--","685,844","--","--","--"
"75 to 79","Other specified / NEC","2023","North Carolina","--","377,202","--","--","--"
"75 to 79","Other specified / NEC","2023","Ohio","--","413,260","--","--","--"
"75 to 79","Other specified / NEC","2023","Oklahoma","--","128,963","--","--","--"
"75 to 79","Other specified / NEC","2023","Oregon","--","165,817","--","--","--"
"75 to 79","Other specified / NEC","2023","Rhode Island","--","39,482","--","--","--"
"75 to 79","Other specified / NEC","2023","South Carolina","--","209,944","--","--","--"
"75 to 79","Other specified / NEC","2023","Texas","--","792,844","--","--","--"
"75 to 79","Other specified / NEC","2023","Virginia","--","294,130","--","--","--"
"75 to 79","Unspecified","2023","Alabama","--","181,505","--","--","--"
"75 to 79","Unspecified","2023","California","--","1,202,686","--","--","--"
"75 to 79","Unspecified","2023","Georgia","--","331,403","--","--","--"
"75 to 79","Unspecified","2023","Illinois","--","410,508","--","--","--"
"75 to 79","Unspecified","2023","Indiana","--","219,227","--","--","--"
"75 to 79","Unspecified","2023","Iowa","--","108,576","--","--","--"
"75 to 79","Unspecified","2023","Kansas","--","94,656","--","--","--"
"75 to 79","Unspecified","2023","Kentucky","--","154,491","--","--","--"
"75 to 79","Unspecified","2023","Louisiana","--","149,969","--","--","--"
"75 to 79","Unspecified","2023","Michigan","--","361,792","--","--","--"
"75 to 79","Unspecified","2023","Minnesota","--","185,515","--","--","--"
"75 to 79","Unspecified","2023","Nevada","--","113,136","--","--","--"
"75 to 79","Unspecified","2023","New Jersey","--","313,481","--","--","--"
"75 to 79","Unspecified","2023","New York","--","685,844","--","--","--"
"75 to 79","Unspecified","2023","North Carolina","--","377,202","--","--","--"
"75 to 79","Unspecified","2023","Ohio","--","413,260","--","--","--"
"75 to 79","Unspecified","2023","Tennessee","--","243,071","--","--","--"
"75 to 79","Unspecified","2023","Texas","--","792,844","--","--","--"
"75 to 79","Unspecified","2023","Virginia","--","294,130","--","--","--"
"75 to 79","Unspecified","2023","West Virginia","--","74,914","--","--","--"
"75 to 79","Unspecified","2023","Wisconsin","--","207,931","--","--","--"
"80 to 84","Cut/Pierce","2023","California","--","744,037","--","--","--"
"80 to 84","Cut/Pierce","2023","Colorado","--","101,799","--","--","--"
"80 to 84","Cut/Pierce","2023","Connecticut","--","83,728","--","--","--"
"80 to 84","Cut/Pierce","2023","District of Columbia","--","10,579","--","--","--"
"80 to 84","Cut/Pierce","2023","Florida","--","654,839","--","--","--"
"80 to 84","Cut/Pierce","2023","Illinois","--","258,916","--","--","--"
"80 to 84","Cut/Pierce","2023","Maine","--","36,617","--","--","--"
"80 to 84","Cut/Pierce","2023","Michigan","--","222,538","--","--","--"
"80 to 84","Cut/Pierce","2023","Mississippi","--","59,643","--","--","--"
"80 to 84","Cut/Pierce","2023","Missouri","--","134,278","--","--","--"
"80 to 84","Cut/Pierce","2023","Montana","--","25,918","--","--","--"
"80 to 84","Cut/Pierce","2023","New York","--","437,516","--","--","--"
"80 to 84","Cut/Pierce","2023","North Carolina","--","220,186","--","--","--"
"80 to 84","Cut/Pierce","2023","Pennsylvania","--","308,043","--","--","--"
"80 to 84","Cut/Pierce","2023","Tennessee","--","143,619","--","--","--"
"80 to 84","Cut/Pierce","2023","Texas","--","469,414","--","--","--"
"80 to 84","Cut/Pierce","2023","Virginia","--","178,263","--","--","--"
"80 to 84","Drowning (includes water transport)","2023","California","--","744,037","--","--","--"
"80 to 84","Drowning (includes water transport)","2023","Colorado","--","101,799","--","--","--"
"80 to 84","Drowning (includes water transport)","2023","Florida","--","654,839","--","--","--"
"80 to 84","Drowning (includes water transport)","2023","Illinois","--","258,916","--","--","--"
"80 to 84","Drowning (includes water transport)","2023","Kentucky","--","92,064","--","--","--"
"80 to 84","Drowning (includes water transport)","2023","Maryland","--","125,789","--","--","--"
"80 to 84","Drowning (includes water transport)","2023","New Hampshire","--","32,151","--","--","--"
"80 to 84","Drowning (includes water transport)","2023","New York","--","437,516","--","--","--"
"80 to 84","Drowning (includes water transport)","2023","Oklahoma","--","79,484","--","--","--"
"80 to 84","Drowning (includes water transport)","2023","South Carolina","--","118,610","--","--","--"
"80 to 84","Drowning (includes water transport)","2023","Tennessee","--","143,619","--","--","--"
"80 to 84","Drowning (includes water transport)","2023","Texas","--","469,414","--","--","--"
"80 to 84","Drowning (includes water transport)","2023","Virginia","--","178,263","--","--","--"
"80 to 84","Fall","2023","California","--","744,037","--","--","--"
"80 to 84","Fall","2023","Colorado","--","101,799","--","--","--"
