"Mechanism","Age Group","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Pedestrian, other","45 to 49","Missouri","2021","--","348,737","--","--","--"
"Pedestrian, other","45 to 49","Missouri","2020","--","358,752","--","--","--"
"Pedestrian, other","45 to 49","Missouri","2019","--","363,267","--","--","--"
"Pedestrian, other","45 to 49","Missouri","2018","--","370,119","--","--","--"
"Pedestrian, other","45 to 49","Montana","2023","--","63,311","--","--","--"
"Pedestrian, other","45 to 49","Montana","2020","--","59,109","--","--","--"
"Pedestrian, other","45 to 49","Montana","2019","--","58,438","--","--","--"
"Pedestrian, other","45 to 49","Montana","2018","--","58,927","--","--","--"
"Pedestrian, other","45 to 49","Nebraska","2020","--","110,437","--","--","--"
"Pedestrian, other","45 to 49","Nebraska","2019","--","108,613","--","--","--"
"Pedestrian, other","45 to 49","Nevada","2023","--","194,701","--","--","--"
"Pedestrian, other","45 to 49","Nevada","2019","--","200,516","--","--","--"
"Pedestrian, other","45 to 49","New Jersey","2023","--","576,765","--","--","--"
"Pedestrian, other","45 to 49","New Jersey","2022","--","574,874","--","--","--"
"Pedestrian, other","45 to 49","New Jersey","2021","--","581,954","--","--","--"
"Pedestrian, other","45 to 49","New Jersey","2020","--","599,979","--","--","--"
"Pedestrian, other","45 to 49","New Jersey","2019","--","585,025","--","--","--"
"Pedestrian, other","45 to 49","New Jersey","2018","--","601,089","--","--","--"
"Pedestrian, other","45 to 49","New Mexico","2022","--","115,878","--","--","--"
"Pedestrian, other","45 to 49","New Mexico","2019","--","117,359","--","--","--"
"Pedestrian, other","45 to 49","New Mexico","2018","--","119,089","--","--","--"
"Pedestrian, other","45 to 49","New York","2023","--","1,137,770","--","--","--"
"Pedestrian, other","45 to 49","New York","2022","--","1,143,990","--","--","--"
"Pedestrian, other","45 to 49","New York","2021","--","1,167,940","--","--","--"
"Pedestrian, other","45 to 49","New York","2020","--","1,218,444","--","--","--"
"Pedestrian, other","45 to 49","New York","2019","--","1,196,859","--","--","--"
"Pedestrian, other","45 to 49","New York","2018","--","1,238,232","--","--","--"
"Pedestrian, other","45 to 49","North Carolina","2023","--","650,274","--","--","--"
"Pedestrian, other","45 to 49","North Carolina","2022","--","647,164","--","--","--"
"Pedestrian, other","45 to 49","North Carolina","2021","--","652,634","--","--","--"
"Pedestrian, other","45 to 49","North Carolina","2020","--","672,917","--","--","--"
"Pedestrian, other","45 to 49","North Carolina","2019","--","688,579","--","--","--"
"Pedestrian, other","45 to 49","North Dakota","2023","--","40,130","--","--","--"
"Pedestrian, other","45 to 49","North Dakota","2018","--","39,174","--","--","--"
"Pedestrian, other","45 to 49","Ohio","2021","--","677,798","--","--","--"
"Pedestrian, other","45 to 49","Ohio","2020","--","705,360","--","--","--"
"Pedestrian, other","45 to 49","Ohio","2019","--","714,285","--","--","--"
"Pedestrian, other","45 to 49","Ohio","2018","--","732,900","--","--","--"
"Pedestrian, other","45 to 49","Oklahoma","2023","--","230,784","--","--","--"
"Pedestrian, other","45 to 49","Oklahoma","2022","--","227,034","--","--","--"
"Pedestrian, other","45 to 49","Oklahoma","2021","--","226,209","--","--","--"
"Pedestrian, other","45 to 49","Oklahoma","2020","--","229,229","--","--","--"
"Pedestrian, other","45 to 49","Oklahoma","2018","--","232,231","--","--","--"
"Pedestrian, other","45 to 49","Oregon","2022","--","259,074","--","--","--"
"Pedestrian, other","45 to 49","Oregon","2019","--","261,861","--","--","--"
"Pedestrian, other","45 to 49","Pennsylvania","2022","--","722,833","--","--","--"
"Pedestrian, other","45 to 49","Pennsylvania","2021","--","735,566","--","--","--"
"Pedestrian, other","45 to 49","Pennsylvania","2020","--","766,588","--","--","--"
"Pedestrian, other","45 to 49","Pennsylvania","2019","--","773,522","--","--","--"
"Pedestrian, other","45 to 49","Pennsylvania","2018","--","798,119","--","--","--"
"Pedestrian, other","45 to 49","Rhode Island","2023","--","60,486","--","--","--"
"Pedestrian, other","45 to 49","South Carolina","2022","--","303,513","--","--","--"
"Pedestrian, other","45 to 49","South Carolina","2020","--","311,448","--","--","--"
"Pedestrian, other","45 to 49","South Carolina","2018","--","320,870","--","--","--"
"Pedestrian, other","45 to 49","Tennessee","2023","--","422,197","--","--","--"
"Pedestrian, other","45 to 49","Tennessee","2022","--","419,281","--","--","--"
"Pedestrian, other","45 to 49","Tennessee","2020","--","435,144","--","--","--"
"Pedestrian, other","45 to 49","Tennessee","2019","--","437,949","--","--","--"
"Pedestrian, other","45 to 49","Tennessee","2018","--","443,082","--","--","--"
"Pedestrian, other","45 to 49","Texas","2023","--","1,889,295","--","--","--"
"Pedestrian, other","45 to 49","Texas","2022","--","1,858,280","--","--","--"
"Pedestrian, other","45 to 49","Texas","2021","--","1,844,505","--","--","--"
"Pedestrian, other","45 to 49","Texas","2020","--","1,858,987","--","--","--"
"Pedestrian, other","45 to 49","Texas","2019","--","1,850,542","--","--","--"
"Pedestrian, other","45 to 49","Texas","2018","--","1,840,330","--","--","--"
"Pedestrian, other","45 to 49","Virginia","2023","--","525,351","--","--","--"
"Pedestrian, other","45 to 49","Virginia","2021","--","527,973","--","--","--"
"Pedestrian, other","45 to 49","Virginia","2020","--","544,227","--","--","--"
"Pedestrian, other","45 to 49","Virginia","2018","--","557,977","--","--","--"
"Pedestrian, other","45 to 49","Washington","2022","--","457,953","--","--","--"
"Pedestrian, other","45 to 49","Washington","2021","--","457,877","--","--","--"
"Pedestrian, other","45 to 49","Washington","2020","--","466,929","--","--","--"
"Pedestrian, other","45 to 49","Washington","2019","--","467,242","--","--","--"
"Pedestrian, other","45 to 49","Washington","2018","--","474,057","--","--","--"
"Pedestrian, other","45 to 49","West Virginia","2023","--","107,101","--","--","--"
"Pedestrian, other","45 to 49","West Virginia","2021","--","109,028","--","--","--"
"Pedestrian, other","45 to 49","West Virginia","2019","--","114,285","--","--","--"
"Pedestrian, other","45 to 49","West Virginia","2018","--","116,599","--","--","--"
"Pedestrian, other","45 to 49","Wisconsin","2023","--","335,758","--","--","--"
"Pedestrian, other","45 to 49","Wisconsin","2020","--","341,494","--","--","--"
"Pedestrian, other","50 to 54","Alabama","2023","--","321,637","--","--","--"
"Pedestrian, other","50 to 54","Alabama","2022","--","321,871","--","--","--"
"Pedestrian, other","50 to 54","Alabama","2021","--","319,374","--","--","--"
"Pedestrian, other","50 to 54","Alabama","2020","--","315,093","--","--","--"
"Pedestrian, other","50 to 54","Alabama","2019","--","307,754","--","--","--"
"Pedestrian, other","50 to 54","Arizona","2023","--","436,191","--","--","--"
"Pedestrian, other","50 to 54","Arizona","2021","--","430,569","--","--","--"
"Pedestrian, other","50 to 54","Arizona","2020","--","419,642","--","--","--"
"Pedestrian, other","50 to 54","Arizona","2019","--","418,599","--","--","--"
"Pedestrian, other","50 to 54","Arizona","2018","--","417,956","--","--","--"
"Pedestrian, other","50 to 54","Arkansas","2023","--","183,824","--","--","--"
"Pedestrian, other","50 to 54","Arkansas","2022","--","183,389","--","--","--"
"Pedestrian, other","50 to 54","Arkansas","2021","--","181,866","--","--","--"
"Pedestrian, other","50 to 54","Arkansas","2020","--","179,420","--","--","--"
"Pedestrian, other","50 to 54","Arkansas","2018","--","184,300","--","--","--"
"Pedestrian, other","50 to 54","California","2023","15**","2,447,513","0.61**","--","187"
"Pedestrian, other","50 to 54","California","2022","11**","2,480,810","0.44**","--","141"
"Pedestrian, other","50 to 54","California","2021","13**","2,501,501","0.52**","--","162"
"Pedestrian, other","50 to 54","California","2020","17**","2,498,612","0.68**","--","210"
"Pedestrian, other","50 to 54","California","2019","13**","2,458,499","0.53**","--","172"
"Pedestrian, other","50 to 54","California","2018","15**","2,492,046","0.60**","--","205"
"Pedestrian, other","50 to 54","Colorado","2023","--","355,880","--","--","--"
"Pedestrian, other","50 to 54","Colorado","2022","--","356,950","--","--","--"
"Pedestrian, other","50 to 54","Colorado","2021","--","354,577","--","--","--"
"Pedestrian, other","50 to 54","Connecticut","2019","--","251,215","--","--","--"
"Pedestrian, other","50 to 54","Delaware","2022","--","61,877","--","--","--"
"Pedestrian, other","50 to 54","Florida","2023","--","1,429,569","--","--","--"
"Pedestrian, other","50 to 54","Florida","2022","--","1,420,105","--","--","--"
"Pedestrian, other","50 to 54","Florida","2021","--","1,397,081","--","--","--"
"Pedestrian, other","50 to 54","Florida","2020","--","1,378,469","--","--","--"
"Pedestrian, other","50 to 54","Florida","2019","--","1,370,147","--","--","--"
"Pedestrian, other","50 to 54","Florida","2018","--","1,393,673","--","--","--"
"Pedestrian, other","50 to 54","Georgia","2023","--","722,318","--","--","--"
"Pedestrian, other","50 to 54","Georgia","2022","--","720,391","--","--","--"
"Pedestrian, other","50 to 54","Georgia","2021","--","712,050","--","--","--"
"Pedestrian, other","50 to 54","Georgia","2019","--","687,313","--","--","--"
"Pedestrian, other","50 to 54","Georgia","2018","--","693,245","--","--","--"
"Pedestrian, other","50 to 54","Hawaii","2023","--","85,602","--","--","--"
"Pedestrian, other","50 to 54","Hawaii","2021","--","87,435","--","--","--"
"Pedestrian, other","50 to 54","Hawaii","2018","--","85,366","--","--","--"
"Pedestrian, other","50 to 54","Idaho","2023","--","110,194","--","--","--"
"Pedestrian, other","50 to 54","Illinois","2023","--","789,007","--","--","--"
"Pedestrian, other","50 to 54","Illinois","2022","--","800,795","--","--","--"
"Pedestrian, other","50 to 54","Illinois","2021","--","809,895","--","--","--"
"Pedestrian, other","50 to 54","Illinois","2020","--","811,188","--","--","--"
"Pedestrian, other","50 to 54","Illinois","2019","--","799,055","--","--","--"
"Pedestrian, other","50 to 54","Illinois","2018","--","820,358","--","--","--"
"Pedestrian, other","50 to 54","Indiana","2023","--","418,259","--","--","--"
"Pedestrian, other","50 to 54","Indiana","2022","--","420,075","--","--","--"
"Pedestrian, other","50 to 54","Indiana","2021","--","419,187","--","--","--"
"Pedestrian, other","50 to 54","Indiana","2020","--","414,435","--","--","--"
"Pedestrian, other","50 to 54","Indiana","2019","--","410,091","--","--","--"
"Pedestrian, other","50 to 54","Indiana","2018","--","420,580","--","--","--"
"Pedestrian, other","50 to 54","Kansas","2023","--","164,412","--","--","--"
"Pedestrian, other","50 to 54","Kansas","2022","--","165,695","--","--","--"
"Pedestrian, other","50 to 54","Kentucky","2023","--","283,950","--","--","--"
"Pedestrian, other","50 to 54","Kentucky","2021","--","286,723","--","--","--"
"Pedestrian, other","50 to 54","Kentucky","2020","--","285,072","--","--","--"
"Pedestrian, other","50 to 54","Kentucky","2019","--","283,019","--","--","--"
"Pedestrian, other","50 to 54","Louisiana","2023","--","264,349","--","--","--"
"Pedestrian, other","50 to 54","Louisiana","2022","--","269,505","--","--","--"
"Pedestrian, other","50 to 54","Louisiana","2021","--","273,738","--","--","--"
"Pedestrian, other","50 to 54","Louisiana","2020","--","276,027","--","--","--"
"Pedestrian, other","50 to 54","Maine","2022","--","90,720","--","--","--"
"Pedestrian, other","50 to 54","Maryland","2022","--","405,049","--","--","--"
"Pedestrian, other","50 to 54","Maryland","2021","--","412,363","--","--","--"
"Pedestrian, other","50 to 54","Maryland","2020","--","415,636","--","--","--"
"Pedestrian, other","50 to 54","Maryland","2019","--","409,954","--","--","--"
"Pedestrian, other","50 to 54","Maryland","2018","--","421,759","--","--","--"
"Pedestrian, other","50 to 54","Massachusetts","2020","--","471,086","--","--","--"
"Pedestrian, other","50 to 54","Massachusetts","2018","--","477,391","--","--","--"
"Pedestrian, other","50 to 54","Michigan","2022","--","640,338","--","--","--"
"Pedestrian, other","50 to 54","Minnesota","2022","--","340,576","--","--","--"
"Pedestrian, other","50 to 54","Minnesota","2021","--","345,731","--","--","--"
"Pedestrian, other","50 to 54","Minnesota","2020","--","346,637","--","--","--"
"Pedestrian, other","50 to 54","Minnesota","2019","--","344,339","--","--","--"
"Pedestrian, other","50 to 54","Mississippi","2023","--","180,122","--","--","--"
"Pedestrian, other","50 to 54","Mississippi","2020","--","179,628","--","--","--"
"Pedestrian, other","50 to 54","Mississippi","2019","--","180,231","--","--","--"
"Pedestrian, other","50 to 54","Mississippi","2018","--","184,608","--","--","--"
"Pedestrian, other","50 to 54","Missouri","2022","--","371,186","--","--","--"
"Pedestrian, other","50 to 54","Missouri","2021","--","372,029","--","--","--"
"Pedestrian, other","50 to 54","Missouri","2020","--","369,434","--","--","--"
"Pedestrian, other","50 to 54","Missouri","2018","--","381,633","--","--","--"
"Pedestrian, other","50 to 54","Montana","2018","--","61,323","--","--","--"
"Pedestrian, other","50 to 54","Nebraska","2023","--","109,552","--","--","--"
"Pedestrian, other","50 to 54","Nebraska","2022","--","109,741","--","--","--"
"Pedestrian, other","50 to 54","Nevada","2023","--","204,267","--","--","--"
"Pedestrian, other","50 to 54","Nevada","2022","--","205,063","--","--","--"
"Pedestrian, other","50 to 54","Nevada","2020","--","198,995","--","--","--"
"Pedestrian, other","50 to 54","New Hampshire","2021","--","96,638","--","--","--"
"Pedestrian, other","50 to 54","New Hampshire","2018","--","100,269","--","--","--"
"Pedestrian, other","50 to 54","New Jersey","2023","--","610,343","--","--","--"
"Pedestrian, other","50 to 54","New Jersey","2022","--","623,397","--","--","--"
"Pedestrian, other","50 to 54","New Jersey","2020","--","639,852","--","--","--"
"Pedestrian, other","50 to 54","New Jersey","2018","--","631,930","--","--","--"
"Pedestrian, other","50 to 54","New Mexico","2023","--","118,528","--","--","--"
"Pedestrian, other","50 to 54","New Mexico","2019","--","118,106","--","--","--"
"Pedestrian, other","50 to 54","New York","2023","--","1,224,403","--","--","--"
"Pedestrian, other","50 to 54","New York","2022","--","1,262,892","--","--","--"
"Pedestrian, other","50 to 54","New York","2021","--","1,296,389","--","--","--"
"Pedestrian, other","50 to 54","New York","2020","--","1,319,093","--","--","--"
"Pedestrian, other","50 to 54","New York","2019","--","1,275,165","--","--","--"
"Pedestrian, other","50 to 54","New York","2018","--","1,313,332","--","--","--"
"Pedestrian, other","50 to 54","North Carolina","2022","--","702,484","--","--","--"
"Pedestrian, other","50 to 54","North Carolina","2021","--","694,858","--","--","--"
"Pedestrian, other","50 to 54","North Carolina","2020","--","680,202","--","--","--"
"Pedestrian, other","50 to 54","North Carolina","2019","--","675,532","--","--","--"
"Pedestrian, other","50 to 54","North Carolina","2018","--","680,291","--","--","--"
"Pedestrian, other","50 to 54","Ohio","2022","--","739,088","--","--","--"
"Pedestrian, other","50 to 54","Ohio","2021","--","745,535","--","--","--"
"Pedestrian, other","50 to 54","Ohio","2020","--","742,546","--","--","--"
"Pedestrian, other","50 to 54","Ohio","2019","--","734,143","--","--","--"
"Pedestrian, other","50 to 54","Ohio","2018","--","752,696","--","--","--"
"Pedestrian, other","50 to 54","Oklahoma","2023","--","232,327","--","--","--"
"Pedestrian, other","50 to 54","Oklahoma","2021","--","227,979","--","--","--"
"Pedestrian, other","50 to 54","Oklahoma","2020","--","224,200","--","--","--"
"Pedestrian, other","50 to 54","Oklahoma","2018","--","228,167","--","--","--"
"Pedestrian, other","50 to 54","Oregon","2023","--","260,429","--","--","--"
"Pedestrian, other","50 to 54","Oregon","2022","--","261,742","--","--","--"
"Pedestrian, other","50 to 54","Oregon","2021","--","261,387","--","--","--"
"Pedestrian, other","50 to 54","Pennsylvania","2023","--","798,943","--","--","--"
"Pedestrian, other","50 to 54","Pennsylvania","2022","--","818,484","--","--","--"
"Pedestrian, other","50 to 54","Pennsylvania","2021","--","834,008","--","--","--"
"Pedestrian, other","50 to 54","Pennsylvania","2020","--","839,303","--","--","--"
"Pedestrian, other","50 to 54","Pennsylvania","2019","--","830,078","--","--","--"
"Pedestrian, other","50 to 54","Pennsylvania","2018","--","854,458","--","--","--"
"Pedestrian, other","50 to 54","Rhode Island","2021","--","72,053","--","--","--"
"Pedestrian, other","50 to 54","Rhode Island","2018","--","73,450","--","--","--"
"Pedestrian, other","50 to 54","South Carolina","2022","--","331,774","--","--","--"
"Pedestrian, other","50 to 54","South Carolina","2021","--","327,422","--","--","--"
"Pedestrian, other","50 to 54","South Carolina","2020","--","321,964","--","--","--"
"Pedestrian, other","50 to 54","South Carolina","2019","--","322,770","--","--","--"
"Pedestrian, other","50 to 54","South Carolina","2018","--","326,866","--","--","--"
"Pedestrian, other","50 to 54","South Dakota","2022","--","48,683","--","--","--"
"Pedestrian, other","50 to 54","Tennessee","2018","--","440,106","--","--","--"
"Pedestrian, other","50 to 54","Texas","2023","--","1,850,065","--","--","--"
"Pedestrian, other","50 to 54","Texas","2022","--","1,825,878","--","--","--"
"Pedestrian, other","50 to 54","Texas","2021","--","1,786,614","--","--","--"
"Pedestrian, other","50 to 54","Texas","2020","--","1,740,414","--","--","--"
"Pedestrian, other","50 to 54","Texas","2019","--","1,698,077","--","--","--"
"Pedestrian, other","50 to 54","Texas","2018","--","1,700,011","--","--","--"
"Pedestrian, other","50 to 54","Utah","2021","--","166,860","--","--","--"
"Pedestrian, other","50 to 54","Utah","2019","--","151,254","--","--","--"
"Pedestrian, other","50 to 54","Virginia","2023","--","549,903","--","--","--"
"Pedestrian, other","50 to 54","Virginia","2022","--","556,077","--","--","--"
"Pedestrian, other","50 to 54","Virginia","2020","--","557,667","--","--","--"
"Pedestrian, other","50 to 54","Washington","2023","--","469,120","--","--","--"
"Pedestrian, other","50 to 54","Washington","2021","--","475,274","--","--","--"
"Pedestrian, other","50 to 54","Washington","2020","--","468,162","--","--","--"
"Pedestrian, other","50 to 54","Washington","2018","--","458,282","--","--","--"
"Pedestrian, other","50 to 54","West Virginia","2021","--","116,266","--","--","--"
"Pedestrian, other","50 to 54","West Virginia","2020","--","115,558","--","--","--"
"Pedestrian, other","50 to 54","Wisconsin","2023","--","353,004","--","--","--"
"Pedestrian, other","50 to 54","Wisconsin","2019","--","372,141","--","--","--"
"Pedestrian, other","55 to 59","Alabama","2023","--","319,677","--","--","--"
"Pedestrian, other","55 to 59","Alabama","2022","--","326,652","--","--","--"
"Pedestrian, other","55 to 59","Alabama","2021","--","334,847","--","--","--"
"Pedestrian, other","55 to 59","Alabama","2020","--","342,252","--","--","--"
"Pedestrian, other","55 to 59","Alabama","2019","--","336,455","--","--","--"
"Pedestrian, other","55 to 59","Alabama","2018","--","336,687","--","--","--"
"Pedestrian, other","55 to 59","Alaska","2019","--","48,293","--","--","--"
"Pedestrian, other","55 to 59","Arizona","2023","--","426,779","--","--","--"
"Pedestrian, other","55 to 59","Arizona","2022","--","432,224","--","--","--"
"Pedestrian, other","55 to 59","Arizona","2021","--","438,628","--","--","--"
"Pedestrian, other","55 to 59","Arizona","2019","--","446,758","--","--","--"
"Pedestrian, other","55 to 59","Arizona","2018","--","441,212","--","--","--"
"Pedestrian, other","55 to 59","Arkansas","2023","--","182,264","--","--","--"
"Pedestrian, other","55 to 59","Arkansas","2022","--","187,128","--","--","--"
"Pedestrian, other","55 to 59","Arkansas","2021","--","192,191","--","--","--"
"Pedestrian, other","55 to 59","Arkansas","2019","--","198,116","--","--","--"
"Pedestrian, other","55 to 59","Arkansas","2018","--","198,116","--","--","--"
"Pedestrian, other","55 to 59","California","2023","16**","2,358,200","0.68**","--","132"
"Pedestrian, other","55 to 59","California","2022","10**","2,401,210","0.42**","--","88"
"Pedestrian, other","55 to 59","California","2021","12**","2,461,317","0.49**","--","98"
"Pedestrian, other","55 to 59","California","2020","13**","2,513,402","0.52**","--","99"
"Pedestrian, other","55 to 59","California","2019","--","2,503,819","--","--","--"
"Pedestrian, other","55 to 59","California","2018","15**","2,509,460","0.60**","--","112"
"Pedestrian, other","55 to 59","Colorado","2022","--","337,221","--","--","--"
"Pedestrian, other","55 to 59","Colorado","2020","--","360,066","--","--","--"
"Pedestrian, other","55 to 59","Colorado","2019","--","364,757","--","--","--"
"Pedestrian, other","55 to 59","Colorado","2018","--","367,494","--","--","--"
"Pedestrian, other","55 to 59","Connecticut","2022","--","259,460","--","--","--"
"Pedestrian, other","55 to 59","Connecticut","2020","--","271,665","--","--","--"
"Pedestrian, other","55 to 59","Connecticut","2018","--","269,570","--","--","--"
"Pedestrian, other","55 to 59","District of Columbia","2022","--","32,897","--","--","--"
"Pedestrian, other","55 to 59","District of Columbia","2020","--","35,746","--","--","--"
"Pedestrian, other","55 to 59","Florida","2023","--","1,477,106","--","--","--"
"Pedestrian, other","55 to 59","Florida","2022","--","1,492,223","--","--","--"
"Pedestrian, other","55 to 59","Florida","2021","--","1,499,287","--","--","--"
"Pedestrian, other","55 to 59","Florida","2020","--","1,507,470","--","--","--"
"Pedestrian, other","55 to 59","Florida","2019","--","1,489,467","--","--","--"
"Pedestrian, other","55 to 59","Florida","2018","--","1,467,741","--","--","--"
"Pedestrian, other","55 to 59","Georgia","2023","--","685,880","--","--","--"
"Pedestrian, other","55 to 59","Georgia","2022","--","692,179","--","--","--"
"Pedestrian, other","55 to 59","Georgia","2021","--","698,718","--","--","--"
"Pedestrian, other","55 to 59","Georgia","2020","--","702,808","--","--","--"
"Pedestrian, other","55 to 59","Georgia","2019","--","691,544","--","--","--"
"Pedestrian, other","55 to 59","Georgia","2018","--","682,293","--","--","--"
"Pedestrian, other","55 to 59","Hawaii","2018","--","91,459","--","--","--"
"Pedestrian, other","55 to 59","Illinois","2023","--","780,461","--","--","--"
"Pedestrian, other","55 to 59","Illinois","2022","--","802,347","--","--","--"
"Pedestrian, other","55 to 59","Illinois","2021","--","830,153","--","--","--"
"Pedestrian, other","55 to 59","Illinois","2020","--","857,455","--","--","--"
"Pedestrian, other","55 to 59","Illinois","2019","--","854,020","--","--","--"
"Pedestrian, other","55 to 59","Illinois","2018","--","866,579","--","--","--"
"Pedestrian, other","55 to 59","Indiana","2023","--","412,417","--","--","--"
"Pedestrian, other","55 to 59","Indiana","2022","--","423,867","--","--","--"
"Pedestrian, other","55 to 59","Indiana","2021","--","436,390","--","--","--"
"Pedestrian, other","55 to 59","Indiana","2019","--","448,450","--","--","--"
"Pedestrian, other","55 to 59","Indiana","2018","--","450,752","--","--","--"
"Pedestrian, other","55 to 59","Iowa","2023","--","187,561","--","--","--"
"Pedestrian, other","55 to 59","Iowa","2022","--","194,114","--","--","--"
"Pedestrian, other","55 to 59","Iowa","2021","--","201,466","--","--","--"
"Pedestrian, other","55 to 59","Kentucky","2023","--","284,728","--","--","--"
"Pedestrian, other","55 to 59","Kentucky","2021","--","301,240","--","--","--"
"Pedestrian, other","55 to 59","Kentucky","2020","--","308,774","--","--","--"
"Pedestrian, other","55 to 59","Kentucky","2019","--","306,937","--","--","--"
"Pedestrian, other","55 to 59","Kentucky","2018","--","307,567","--","--","--"
"Pedestrian, other","55 to 59","Louisiana","2023","--","274,711","--","--","--"
"Pedestrian, other","55 to 59","Louisiana","2021","--","295,129","--","--","--"
"Pedestrian, other","55 to 59","Louisiana","2020","--","304,734","--","--","--"
"Pedestrian, other","55 to 59","Louisiana","2018","--","312,462","--","--","--"
"Pedestrian, other","55 to 59","Maryland","2023","--","410,437","--","--","--"
"Pedestrian, other","55 to 59","Maryland","2022","--","421,038","--","--","--"
"Pedestrian, other","55 to 59","Maryland","2021","--","432,036","--","--","--"
"Pedestrian, other","55 to 59","Maryland","2019","--","432,115","--","--","--"
"Pedestrian, other","55 to 59","Maryland","2018","--","432,468","--","--","--"
"Pedestrian, other","55 to 59","Massachusetts","2023","--","469,340","--","--","--"
"Pedestrian, other","55 to 59","Massachusetts","2022","--","481,861","--","--","--"
"Pedestrian, other","55 to 59","Massachusetts","2021","--","494,273","--","--","--"
"Pedestrian, other","55 to 59","Massachusetts","2019","--","491,122","--","--","--"
"Pedestrian, other","55 to 59","Massachusetts","2018","--","491,957","--","--","--"
"Pedestrian, other","55 to 59","Michigan","2023","--","648,732","--","--","--"
"Pedestrian, other","55 to 59","Michigan","2020","--","709,475","--","--","--"
"Pedestrian, other","55 to 59","Michigan","2019","--","708,252","--","--","--"
"Pedestrian, other","55 to 59","Michigan","2018","--","716,292","--","--","--"
"Pedestrian, other","55 to 59","Minnesota","2023","--","346,901","--","--","--"
"Pedestrian, other","55 to 59","Minnesota","2022","--","360,263","--","--","--"
"Pedestrian, other","55 to 59","Minnesota","2020","--","389,209","--","--","--"
"Pedestrian, other","55 to 59","Minnesota","2018","--","395,126","--","--","--"
"Pedestrian, other","55 to 59","Mississippi","2023","--","178,807","--","--","--"
"Pedestrian, other","55 to 59","Mississippi","2021","--","189,507","--","--","--"
"Pedestrian, other","55 to 59","Mississippi","2020","--","195,042","--","--","--"
"Pedestrian, other","55 to 59","Missouri","2023","--","374,950","--","--","--"
"Pedestrian, other","55 to 59","Missouri","2022","--","389,228","--","--","--"
"Pedestrian, other","55 to 59","Missouri","2021","--","405,346","--","--","--"
"Pedestrian, other","55 to 59","Missouri","2020","--","420,370","--","--","--"
"Pedestrian, other","55 to 59","Missouri","2019","--","425,989","--","--","--"
"Pedestrian, other","55 to 59","Missouri","2018","--","429,800","--","--","--"
"Pedestrian, other","55 to 59","Montana","2023","--","64,541","--","--","--"
"Pedestrian, other","55 to 59","Montana","2021","--","69,607","--","--","--"
"Pedestrian, other","55 to 59","Montana","2020","--","72,268","--","--","--"
"Pedestrian, other","55 to 59","Nevada","2020","--","201,278","--","--","--"
"Pedestrian, other","55 to 59","New Hampshire","2020","--","111,257","--","--","--"
"Pedestrian, other","55 to 59","New Hampshire","2018","--","110,891","--","--","--"
"Pedestrian, other","55 to 59","New Jersey","2023","--","626,509","--","--","--"
"Pedestrian, other","55 to 59","New Jersey","2021","--","657,632","--","--","--"
"Pedestrian, other","55 to 59","New Jersey","2019","--","642,468","--","--","--"
"Pedestrian, other","55 to 59","New Jersey","2018","--","645,195","--","--","--"
"Pedestrian, other","55 to 59","New Mexico","2022","--","125,579","--","--","--"
"Pedestrian, other","55 to 59","New Mexico","2019","--","137,328","--","--","--"
"Pedestrian, other","55 to 59","New Mexico","2018","--","138,986","--","--","--"
"Pedestrian, other","55 to 59","New York","2023","--","1,287,994","--","--","--"
"Pedestrian, other","55 to 59","New York","2022","--","1,327,416","--","--","--"
"Pedestrian, other","55 to 59","New York","2021","--","1,366,504","--","--","--"
"Pedestrian, other","55 to 59","New York","2020","--","1,400,488","--","--","--"
"Pedestrian, other","55 to 59","New York","2019","--","1,349,292","--","--","--"
"Pedestrian, other","55 to 59","New York","2018","--","1,357,999","--","--","--"
"Pedestrian, other","55 to 59","North Carolina","2022","--","688,870","--","--","--"
"Pedestrian, other","55 to 59","North Carolina","2021","--","694,684","--","--","--"
"Pedestrian, other","55 to 59","North Carolina","2019","--","703,387","--","--","--"
"Pedestrian, other","55 to 59","North Carolina","2018","--","695,765","--","--","--"
"Pedestrian, other","55 to 59","Ohio","2023","--","735,505","--","--","--"
"Pedestrian, other","55 to 59","Ohio","2022","--","757,095","--","--","--"
"Pedestrian, other","55 to 59","Ohio","2021","--","782,397","--","--","--"
"Pedestrian, other","55 to 59","Ohio","2020","--","807,469","--","--","--"
"Pedestrian, other","55 to 59","Ohio","2019","--","808,275","--","--","--"
"Pedestrian, other","55 to 59","Ohio","2018","--","821,111","--","--","--"
"Pedestrian, other","55 to 59","Oklahoma","2021","--","239,891","--","--","--"
"Pedestrian, other","55 to 59","Oklahoma","2020","--","247,849","--","--","--"
"Pedestrian, other","55 to 59","Oklahoma","2018","--","254,891","--","--","--"
"Pedestrian, other","55 to 59","Oregon","2022","--","249,581","--","--","--"
"Pedestrian, other","55 to 59","Oregon","2021","--","257,694","--","--","--"
"Pedestrian, other","55 to 59","Oregon","2020","--","264,963","--","--","--"
"Pedestrian, other","55 to 59","Oregon","2019","--","266,650","--","--","--"
"Pedestrian, other","55 to 59","Oregon","2018","--","269,780","--","--","--"
"Pedestrian, other","55 to 59","Pennsylvania","2023","--","843,283","--","--","--"
"Pedestrian, other","55 to 59","Pennsylvania","2022","--","868,768","--","--","--"
